title, latitude, longitude
MCARTHUR HIGHWAY,14.6570907232372,120.983914214391
MCARTHUR HIGHWAY,14.6684712753808,120.982005175191
MCARTHUR HIGHWAY,14.7209641740719,120.958607390582
MCARTHUR HIGHWAY,14.657090723237243, 120.98391421439116
MCARTHUR HIGHWAY,14.668471275380897, 120.98200517519157
MCARTHUR HIGHWAY,14.720964174071932, 120.95860739058234
MCARTHUR HIGHWAY,14.666669069676589, 120.98349865817063
MCARTHUR HIGHWAY,14.673975931951217, 120.98092373747104
MCARTHUR HIGHWAY,14.680618322284719, 120.97852047815144
MCARTHUR HIGHWAY,14.684271550982773, 120.9774905098716
MCARTHUR HIGHWAY,14.691411776271083, 120.97139652957536
MCARTHUR HIGHWAY,14.692740164542533, 120.96521672013648
MCARTHUR HIGHWAY,14.699049898538433, 120.96350010640346
MCARTHUR HIGHWAY,14.711336752104726, 120.95972355619081
MCARTHUR HIGHWAY,14.71581962105262, 120.9580069424578